,ACB,BCM,BHN,BID,BVH,CTG,DXG,EIB,FPT,GAS,GEX,GVR,HCM,HDB,HPG,HSG,HVN,KBC,KDC,KDH,LPB,MBB,MSB,MSN,MWG,NVL,OCB,PDR,PLX,PNJ,POW,REE,SAB,SHP,SSB,SSI,STB,TCB,TPB,VCB,VCG,VCI,VGC,VHM,VIB,VIC,VJC,VNM,VPB,VRE,^VNINDEX
2010-08-31,1.0002415387920487,0.0,0.0,0.0,0.6013614417224927,0.494018206798424,0.2598174567688966,0.3446617146441275,0.9699745373431032,0.0,0.0,0.0,0.9877540821662187,0.0,1.1141979704036407,1.2014775906627408,0.0,1.141443600405117,0.9265991954522314,0.17242256390569663,0.0,0.0,0.0,0.2393318369493747,0.0,0.0,0.0,0.0563966723033897,0.0,0.9310648321143291,0.0,1.240555248305397,0.0,0.0,0.0,1.2169209086744854,1.0034529512477741,0.0,0.0,0.5468674490478463,1.49340172678346,0.0,0.0,0.0,0.0,0.8572820220678972,0.0,0.8398789754236603,0.0,0.0,1.0000000000000002
2010-09-30,0.9522501065058232,0.0,0.0,0.0,0.6817900315265348,0.558076089558742,0.31675418402268435,0.39285826301773347,0.9235687333231202,0.0,0.0,0.0,1.1393113758504796,0.0,1.0991502705432001,1.2444652252296224,0.0,1.182891364428146,0.9427733522224155,0.20562404097929748,0.0,0.0,0.0,0.2714746906641765,0.0,0.0,0.0,0.07154645889094259,0.0,0.9471638810097045,0.0,1.2504223741699667,0.0,0.01174169223079737,0.0,1.2497670704665336,1.0271578300575863,0.0,0.0,0.6161132992699238,1.5095266441997575,0.0,0.0,0.0,0.0,0.8248352244554,0.0,0.8322217066985863,0.0,0.0,1.0
2010-11-30,0.8456100056592466,0.0,0.0,0.0,0.9230647961718489,0.7097019719331352,0.47294590381735807,0.5208647894457441,0.9148098995172167,0.0,0.0,0.0,1.3985924176153208,0.0,1.0918498557219043,1.30287715160828,0.0,1.1947465938001556,0.9012934746090207,0.29739094106497777,0.0,0.0,0.0,0.36856417083059556,0.0,0.0,0.0,0.11579273790698974,0.0,0.9989993634981089,0.0,1.2820173311453522,0.0,0.11166401119100053,0.0,1.268527595290182,0.9693950004963633,0.0,0.0,0.8086050013586927,1.5664001361095297,0.0,0.0,0.0,0.0,0.7959416112394536,0.0,0.8235845816335836,0.0,0.0,0.9999999999999999
2010-12-31,0.8493497397452235,0.0,0.0,0.0,0.9772407961430386,0.7826950394141299,0.6214874651915162,0.6262156245949392,0.8784035531923002,0.0,0.0,0.0,1.4385052656244102,0.0,1.0945950131445141,1.3404080486260486,0.0,1.2028512697582288,0.844284106066086,0.3531313954536389,0.0,0.0,0.0,0.4372146444976031,0.0,0.0,0.0,0.14672260795255923,0.0,0.9783461320842783,0.0,1.308746956909565,0.0,0.20811137516953987,0.0,1.3134930276576742,0.9607027078454256,0.0,0.0,0.8599368883700522,1.6539545614932663,0.0,0.0,0.0,0.0,0.7697945842493488,0.0,0.826772531963922,0.0,0.0,1.0000000000000002
2011-02-28,0.8211892219858898,0.0,0.0,0.0,1.0355246096814557,0.7763400415913673,0.737954007188424,0.709410403187017,0.8903181617570791,0.0,0.0,0.0,1.4182499105687028,0.0,1.0922020113385933,1.3195163307404685,0.0,1.1964507045762538,0.822014811549703,0.42309342150684504,0.0,0.0,0.0,0.5612168443921871,0.0,0.0,0.0,0.19323272656982277,0.0,0.9488719148991648,0.0,1.3391340393837203,0.0,0.25878133829057093,0.0,1.313123827446931,0.9213336459937749,0.0,0.0,0.8565158173406704,1.6468185934807984,0.0,0.0,0.0,0.0,0.7251958402262155,0.0,0.7716745897616245,0.0,0.0,0.9999999999999998
2011-03-31,0.82217399319154,0.0,0.0,0.0,1.0839392708451254,0.7672370017587585,0.7850864627651271,0.7242312107110093,0.8615379689253244,0.0,0.0,0.0,1.3922346649573685,0.0,1.0805480460458108,1.344314383755647,0.0,1.227204783670176,0.7759147377762883,0.4513655404809003,0.0,0.0,0.0,0.6563964385539534,0.0,0.0,0.0,0.21040361275822678,0.0,0.9728934140556944,0.0,1.3232809424312961,0.0,0.25361480812107756,0.0,1.3125981893138776,0.9121356618024542,0.0,0.0,0.8738205526789767,1.579079633119778,0.0,0.0,0.0,0.0,0.7282701328353043,0.0,0.7143152885681355,0.0,0.0,0.9999999999999996
2011-05-31,0.6825707780429381,0.0,0.0,0.0,1.1845483769589547,0.7121428632747918,0.9905879639809672,0.6125631063296948,0.8551637880021659,0.0,0.0,0.0,1.3910468356334036,0.0,1.072775943073274,1.3056921013693321,0.0,1.2093076369653737,0.7114413860985832,0.5414896954086672,0.0,0.0,0.0,0.863311759791909,0.0,0.0,0.0,0.2631428182832866,0.0,0.9169257378683915,0.0,1.2806868165302878,0.0,0.33248370608556943,0.0,1.3065111047446236,0.7543211390938729,0.0,0.0,0.871024184314462,1.5401592435450042,0.0,0.0,0.0,0.0,0.8126250332709771,0.0,0.7469223603408582,0.0,0.0,1.0000000000000004
2011-06-30,0.6706578533329167,0.0,0.0,0.0,1.274008810185323,0.787156787556154,1.0734355592752058,0.5445526873742959,0.8697292907423505,0.0,0.0,0.0,1.399858771357265,0.0,1.0458245952487615,1.2986396894054122,0.0,1.346419545584713,0.690228684912186,0.6480109376730916,0.0,0.0,0.0,0.9464024772222333,0.0,0.0,0.0,0.31500609533205914,0.0,0.9286662890948758,0.0,1.2711148968595247,0.0,0.29066051101052254,0.0,1.323514935302836,0.6692448599815751,0.0,0.0,0.906718847795865,1.587419388856482,0.0,0.0,0.0,0.0,0.8515485811623082,0.0,0.7011390634369068,0.0,0.0,0.9999999999999998
2011-08-31,0.6194670328733637,0.0,0.0,0.0,1.3378824916879788,0.8448042721975143,1.0282468315753186,0.4999119576123112,0.816141257600524,0.0,0.0,0.0,1.404493444828455,0.0,1.0820864445773324,1.34040894501568,0.0,1.3943235244377108,0.6567108184824422,0.7005105214454465,0.0,0.0,0.0,1.069961586142648,0.0,0.0,0.0,0.3431602779170951,0.0,0.8327018671722295,0.0,1.24797521708861,0.0,0.30816328718125224,0.0,1.3864449014141926,0.5504978421334781,0.0,0.0,0.9098444491980688,1.640456658829068,0.0,0.0,0.0,0.0,0.9650423106870407,0.0,0.5346861901243558,0.0,0.0,1.0
2011-09-30,0.6290121936132762,0.0,0.0,0.0,1.4029481921798101,0.8288847417921996,1.00695732144474,0.5222213713977684,0.7893758638438317,0.0,0.0,0.0,1.3957232107397046,0.0,1.054422823300316,1.3396504441081836,0.0,1.371792412826389,0.6249499236409543,0.673012130722731,0.0,0.0,0.0,1.1195377192027836,0.0,0.0,0.0,0.34646240028063297,0.0,0.8327303401819619,0.0,1.2224216894334037,0.0,0.3750695550726341,0.0,1.397414144368918,0.5162243335253378,0.0,0.0,0.9018586762882594,1.6054091012281377,0.0,0.0,0.0,0.0,0.9493345675775071,0.0,0.5163753189781797,0.0,0.0,1.0
2011-10-31,0.6034117358707964,0.0,0.0,0.0,1.4586975378249019,0.8456785740284032,1.0192167067952669,0.4946712937545507,0.782047557035624,0.0,0.0,0.0,1.417228667164522,0.0,1.0398129902399273,1.3733472590613596,0.0,1.3942817925050397,0.6013600812322443,0.7000903921423096,0.0,0.0,0.0,1.1473213670598008,0.0,0.0,0.0,0.3524534636320053,0.0,0.7958939997236895,0.0,1.2291129464146933,0.0,0.39862604498134263,0.0,1.4020816296280056,0.48303870259580317,0.0,0.0,0.9019989900035732,1.61665056643852,0.0,0.0,0.0,0.0,0.9379297449877595,0.0,0.509165024322062,0.0,0.0,1.0000000000000004
2011-11-30,0.5900811506141509,0.0,0.0,0.0,1.5314999649950454,0.8583688399221258,1.0062647076453173,0.4717899642840541,0.7430535498706589,0.0,0.0,0.0,1.4113303174478993,0.0,1.0614852775593249,1.3836905042132488,0.0,1.4362923304450936,0.5588574620037096,0.7380352599636016,0.0,0.0180148668240588,0.0,1.208045890791884,0.0,0.0,0.0,0.3927260021257913,0.0,0.763413307298196,0.0,1.2024478081698018,0.0,0.4685372103636005,0.0,1.4019695073680247,0.43888609423494057,0.0,0.0,0.8958629421747691,1.5866608856783844,0.0,0.0,0.0,0.0,0.9526509446837201,0.0,0.49642361509811617,0.0,0.0,0.9999999999999994
2012-01-31,0.5664001650179697,0.0,0.0,0.0,1.6006927912831541,0.907245429651371,0.9345324979366824,0.45522529949709845,0.6998746036119339,0.0,0.0,0.0,1.414966920004832,0.0,1.1052485920172317,1.3651466100527188,0.0,1.4008396248986796,0.5967385886191962,0.6725558328095439,0.0,0.09695914967683313,0.0,1.2729363176896489,0.0,0.0,0.0,0.38952822622701977,0.0,0.6925154360502411,0.0,1.1672733782776803,0.0,0.5667215666624941,0.0,1.4385736690147077,0.37965772497854056,0.0,0.0,0.921399150847107,1.5869577853356018,0.0,0.0,0.0,0.0,0.9489166367097364,0.0,0.5026949475492185,0.0,0.0,0.9999999999999996
2012-02-29,0.5975820031533101,0.0,0.0,0.0,1.6792870610144548,0.9359236675010572,0.956561291458135,0.4640641195464691,0.6597616490768319,0.0,0.0,0.0,1.4088046903538316,0.0,1.149340356015018,1.3287634954898366,0.0,1.4019368726106725,0.5874720925799979,0.5686509474116446,0.0,0.21880476684696384,0.0,1.3492791651362879,0.0,0.0,0.0,0.30508003008237233,0.0,0.5649705277972779,0.0,1.1536861510909904,0.0,0.6269407108293599,0.0,1.4452156223624892,0.36977854533246207,0.0,0.0,1.0010037724589258,1.6070939819547085,0.0,0.0,0.0,0.0,0.9124851780339179,0.0,0.5085965136658818,0.0,0.0,1.0
2012-05-31,0.5962818038655118,0.0,0.0,0.0,1.7028887406885005,1.0141902050499634,0.9795014773707245,0.524913073097669,0.6686029301222518,0.04624903816837962,0.0,0.0,1.4056458509184826,0.0,1.1791789748454016,1.2793091284597014,0.0,1.4235186571957197,0.5670880966041535,0.5831444752588391,0.0,0.4256702621012899,0.0,1.3170721729582975,0.0,0.0,0.0,0.2729790709062295,0.0,0.5527272004539955,0.0,1.1652916410755505,0.0,0.5088831548296398,0.0,1.423895373192102,0.38085739281304376,0.0,0.0,1.066216064063996,1.498874653621377,0.0,0.0,0.0,0.0,0.893121892725667,0.0,0.5290820553032974,0.0,0.0,1.0000000000000002
2012-07-31,0.4951661376663927,0.0,0.0,0.0,1.6984887271675142,1.0060633315322243,1.0487807244426146,0.49174802242436233,0.6681390988903216,0.11848929700417048,0.0,0.0,1.4826889343533889,0.0,1.2052124840847172,1.3820309693828043,0.0,1.4883371381935766,0.5940897317184056,0.6008168183849049,0.0,0.5142530138077124,0.0,1.2690718336519577,0.0,0.0,0.0,0.21129901594149603,0.0,0.6121768297610823,0.0,1.143800653555855,0.0,0.4631465828495435,0.0,1.4865550104553178,0.31433375377978834,0.0,0.0,1.0981368373551006,1.5700033442540164,0.0,0.0,0.0,0.0,0.8613376481094974,0.0,0.5648054528096191,0.0,0.0,0.9999999999999998
2012-08-31,0.6068902451837137,0.0,0.0,0.0,1.6636951611270794,1.095846344860845,1.04427396170188,0.5337707964785913,0.685721436671971,0.23567526066487116,0.0,0.0,1.5163627555204888,0.0,1.2355047408235162,1.3932317219114339,0.0,1.4416339438373447,0.6045053859575874,0.5774231583397642,0.0,0.6372574600830438,0.0,1.1928157307638674,0.0,0.0,0.0,0.20584332765220023,0.0,0.6026026164573197,0.0,1.1594160321870353,0.0,0.4501908686274262,0.0,1.5235872848094933,0.32047319856623374,0.0,0.0,1.1142659437900402,1.6281112493511285,0.0,0.0,0.0,0.0,0.8648416442578019,0.0,0.6141043676577995,0.0,0.0,0.9999999999999997
2012-10-31,0.7054269561853369,0.0,0.0,0.0,1.7004210241186997,1.147075790958357,1.1694363113497515,0.6020101843945679,0.6584661731531942,0.32169763498221493,0.0,0.0,1.5674758799488957,0.0,1.309069386573261,1.438148137280552,0.0,1.5215968177846697,0.6099787909211487,0.6518163476396213,0.0,0.718376181432641,0.0,1.069729495852706,0.0,0.0,0.0,0.17342206317168837,0.0,0.5342461723803122,0.0,1.212501741622538,0.0,0.4340822175882685,0.0,1.5730329808414498,0.3356768239565312,0.0,0.0,1.2073826630629534,1.7084386521492905,0.0,0.0,0.0,0.0,0.8309929239023122,0.0,0.61565642101245,0.0,0.0,1.0
2012-11-30,0.7545898035964802,0.0,0.0,0.0,1.7165577181653324,1.1194195552431232,1.197635433001236,0.6699970379508259,0.6286594223066474,0.380497969964917,0.0,0.0,1.6169434689276152,0.0,1.3170398875042668,1.4808375797789959,0.0,1.6399675311343118,0.6254729475884071,0.6924910240213877,0.0,0.835567482947482,0.0,1.0275742147182745,0.0,0.0,0.0,0.15817162989959047,0.0,0.4975693101423559,0.0,1.1990112491145504,0.0,0.5930298156851381,0.0,1.6172885683385345,0.3592381662599595,0.0,0.0,1.205058783690685,1.759233035701837,0.0,0.0,0.0,0.0,0.7992739057787596,0.0,0.57411714240201,0.0,0.0,1.0
2013-01-31,0.7992633607291919,0.0,0.0,0.0,1.7763008232281,1.0946210683900013,1.1921275596978447,0.7226668554236051,0.6784081521668117,0.48310931445399363,0.0,0.0,1.5412128572286108,0.0,1.2910025407201435,1.5257802531717428,0.0,1.6390285024638374,0.5739057405194813,0.6479198255063642,0.0,0.8932488715194135,0.0,1.0619771199756762,0.0,0.0,0.0,0.19819756225374785,0.0,0.4324693042084653,0.0,1.2200344729887924,0.0,0.5983177093676018,0.0,1.5761857031006712,0.42606046547555015,0.0,0.0,1.238534272591377,1.7610238933479319,0.0,0.0,0.0,0.0,0.7497070305998765,0.0,0.6388110951285213,0.0,0.0,0.9999999999999999
2013-02-28,0.8033993601550377,0.0,0.0,0.0,1.8031322109492227,1.0855856831424486,1.2172440524309285,0.7430823098983386,0.7129552175262388,0.5120784640139515,0.0,0.0,1.5203492466490343,0.0,1.3397568968957507,1.4880508436947677,0.0,1.6460165851618325,0.5697847976964172,0.7026938926375523,0.0,0.9258198865250109,0.0,1.0102203760523736,0.0,0.0,0.0,0.2308032854274501,0.0,0.46582266921183885,0.0,1.2487743720913074,0.0,0.5419326785680724,0.0,1.5636513428591936,0.4477104199448796,0.0,0.0,1.287733617929711,1.7869289558725558,0.0,0.0,0.0,0.0,0.7390342213274106,0.0,0.6632080712594588,0.0,0.0,0.9999999999999999
2013-05-31,0.8190196748055028,0.0,0.0,0.0,1.802022937987307,1.016894566614503,1.250410110507505,0.7332865141341076,0.748690732737662,0.6832398282273924,0.0,0.0,1.4842360106706545,0.0,1.3383160313151157,1.4637588461600548,0.0,1.6788837674895456,0.5352605849829358,0.5993048221718384,0.0,0.9368701879479496,0.0,0.9553933872516338,0.0,0.0,0.0,0.2260610487854397,0.0,0.49698204526253903,0.0,1.3093912279116948,0.0,0.41202038012015607,0.0,1.5260190370974276,0.5948742572372274,0.0,0.0,1.3348646216545,1.8773223934041756,0.0,0.0,0.0,0.0,0.6491802085956936,0.0,0.7656475897344756,0.0,0.0,1.0
2013-07-31,0.8018768113691407,0.0,0.0,0.0,1.7875614505973803,0.9480658857953137,1.2122003001529618,0.6955398089250645,0.7740818507488255,0.8479638912329999,0.0,0.0,1.4410293480674672,0.0,1.293161518716581,1.5273148211524363,0.0,1.763198516776288,0.4474822743998756,0.716933816082109,0.0,0.8530232831756505,0.0,0.9051168935501437,0.0,0.0,0.0,0.18168019069148267,0.0,0.5437550321001385,0.0,1.3687823196543503,0.0,0.31763391364113636,0.0,1.4207537269134616,0.5819758722901129,0.0,0.0,1.2985762545668935,1.8310288321596866,0.0,0.0,0.0,0.0,0.6470750510226522,0.0,0.8150095900850187,0.0,0.0,0.9999999999999998
2013-09-30,0.677007686485777,0.0,0.0,0.0,1.8865355403720172,0.8671797257633586,1.2020797571959645,0.5926388777854421,0.789474337236136,1.0182013141948174,0.0,0.0,1.3583210625350115,0.0,1.2515551796310809,1.5261333403031023,0.0,1.8569897351496083,0.4155074106941329,0.7270945904446884,0.0,0.7200119180402602,0.0,0.8988289451501105,0.0,0.0,0.0,0.1390606640857959,0.0,0.4874680100656929,0.0,1.3582001714417906,0.0,0.3438028010718468,0.0,1.3466123001323245,0.4810718221651793,0.0,0.0,1.3094026428167602,1.8096058049445118,0.0,0.0,0.0,0.0,0.6171183019100225,0.0,0.8770512043913608,0.0,0.0,0.9999999999999998
2013-10-31,0.6994909830147478,0.0,0.0,0.0,1.9143082188997789,0.8942122526018559,1.191662942011247,0.5986163218502362,0.7993853523609137,1.1161996523840685,0.0,0.0,1.3332789692603657,0.0,1.2538278228665578,1.523545938150848,0.0,1.846901170787031,0.40184559956145416,0.7124182912288519,0.0,0.7090301064484736,0.0,0.8939584931580775,0.0,0.0,0.0,0.14406011811375963,0.0,0.5169368401675118,0.0,1.3283191015044116,0.0,0.22522169049617818,0.0,1.308278517692828,0.4997636022886631,0.0,0.0,1.3506625293637669,1.8348734435551348,0.0,0.0,0.0,0.0,0.6384221113712814,0.0,0.9293643442080552,0.0,0.0,1.0000000000000002
2013-12-31,0.7624649862448551,0.0,0.0,0.0,1.893372981195703,0.8950060373060249,1.071198858825839,0.637901421048124,0.8621064029571717,1.1012561254196571,0.0,0.0,1.2907012418484851,0.0,1.2860790705775527,1.4899389936258423,0.0,1.8199777819085186,0.3790690272771946,0.6455530099026806,0.0,0.6440269898478085,0.0,0.9777919223762392,0.0,0.0,0.0,0.17167144925789932,0.0,0.49355410062158056,0.0,1.381701459899663,0.0,0.2701374845464755,0.0,1.2383205556868138,0.53736933435749,0.0,0.0,1.3119193259005302,1.8714336797589477,0.0,0.0,0.0,0.0,0.6994004452656295,0.0,0.9913816999226396,0.0,0.0,0.9999999999999993
2014-02-28,0.5491128038888061,0.0,0.0,0.017675466949903944,2.0226911571549024,0.7946208676186295,1.0494016589361437,0.5190326024936817,0.9139651616856092,1.110758676195679,0.0,0.0,1.2822835784034523,0.0,1.351862688998377,1.4940120686690384,0.0,1.8768888734889297,0.28687606371185265,0.6699999441147431,0.0,0.5738717227017376,0.0,1.0922281905136824,0.0,0.0,0.0,0.10733243549894933,0.0,0.333542946283456,0.0,1.37548654548437,0.0,0.3154188573225116,0.0,1.2443431117181616,0.5818228889606587,0.0,0.0,1.3099589482883045,1.9103360389726833,0.0,0.0,0.0,0.0,0.6921336453442035,0.0,0.9392541411217005,0.0,0.0,0.9999999999999997
2014-03-31,0.47800375479666596,0.0,0.0,0.05914220025139599,1.9738094897608924,0.7376494073155966,0.9992176751484947,0.519090492814636,0.9664770664267038,1.0901715578807214,0.0,0.0,1.2631897434710257,0.0,1.2715166882875417,1.5022628147707817,0.0,1.8353240217853144,0.30103188307309975,0.6068497853183322,0.0,0.5914477002540909,0.0,1.187864467336864,0.0,0.0,0.0,0.153809341080947,0.0,0.34997163739724896,0.0,1.3556987006124273,0.0,0.23886508097107162,0.0,1.218743004376142,0.6613944059081827,0.0,0.0,1.2536580141070224,1.8703800900897916,0.0,0.0,0.0,0.0,0.7275100670114976,0.0,0.9119018286821416,0.0,0.0,0.9999999999999998
2014-06-30,0.43097029602384673,0.0,0.0,0.3076342169010877,1.8710204595336914,0.7517622946620384,1.1257063791725022,0.5225510216842947,1.0265231188601884,1.1146652798824563,0.0,0.0,1.3799324816024794,0.0,1.2857034881925422,1.5273239116243982,0.0,1.7280310292929548,0.4002050582810823,0.5519703791111985,0.0,0.6895750803994036,0.0,1.094147082602082,0.0,0.0,0.0,0.1104272407889175,0.0,0.36629098469936355,0.0,1.3657071836618244,0.0,0.22068961053159541,0.0,1.304201819038684,0.6285463503446338,0.0,0.0,1.2295755398582127,1.9198283328027692,0.0,0.0,0.0,0.0,0.7209726059288213,0.0,0.8674089530611229,0.0,0.0,0.9999999999999999
2014-07-31,0.40499963662259625,0.0,0.0,0.3387910271917729,1.8044149867218335,0.7089259624370003,1.2683229040205068,0.4833685970738607,1.0626521201246864,1.1229890234882536,0.0,0.0,1.4778606363309321,0.0,1.3105824073857466,1.448556675670691,0.0,1.7289769017525898,0.39459669180415025,0.6343238870333678,0.0,0.6747270774161612,0.0,1.0139635990853633,0.008053658856690118,0.0,0.0,0.1253392868227679,0.0,0.4100913276239525,0.0,1.380559250924966,0.0,0.34051715390665993,0.0,1.3312682175267478,0.633434362619629,0.0,0.0,1.2206649118183808,2.0167508937339944,0.0,0.0,0.0,0.0,0.7856376567085628,0.0,0.8610100234849768,0.0,0.0,1.0
2014-09-30,0.3707265273897357,0.0,0.0,0.4203769024832087,1.703209174071536,0.6986322993339495,1.270705416410384,0.4680254977510657,1.1509397078878947,1.218902178407806,0.0,0.0,1.5000722656553536,0.0,1.2023211797104754,1.4169211128359653,0.0,1.7770495583045696,0.4415711570456821,0.5978966304263627,0.0,0.6827224438983174,0.0,1.0210351497404948,-0.03218083766514813,0.0,0.0,0.20201979988446578,0.0,0.3675905734612236,0.0,1.3488830052678589,0.0,0.37356155777208333,0.0,1.3187066027267393,0.5514528187050848,0.0,0.0,1.230530859138276,1.94520459640965,0.0,0.0,0.0,0.0,0.782784046776058,0.0,0.8293759414260615,0.0,0.0,0.9999999999999999
2014-10-31,0.31702007388923736,0.0,0.0,0.5004239178866207,1.6097185376590686,0.6879743902802895,1.2872242692705935,0.49946912739156224,1.1716157116383146,1.2824250544678,0.0,0.0,1.4763006968045078,0.0,1.2315418685653123,1.3300260709854446,0.0,1.7865462515168171,0.4627210599623617,0.6321537611278067,0.0,0.6861439950642174,0.0,0.9526587575381615,0.0290818656667408,0.0,0.0,0.22352179771656155,0.0,0.3254404589647133,0.0,1.3241711999803247,0.0,0.4257690656290081,0.0,1.3386997796250333,0.5422184869548788,0.0,0.0,1.1505628448253478,1.9267585749083977,0.0,0.0,0.0,0.0,0.8284787960783576,0.0,0.7909230064586164,0.0,0.0,1.0000000000000002
